experiment,threshold,top_k,spread_lt_30_iter,spread_lt_final,spread_icm_30_iter,spread_icm_final,spread_npt_30_iter,spread_npt_final
trustworthy_neighbor,0.75,5,0.0005836575875486381,62.18287937743189,0.0,81.80933852140076,0.0019455252918287938,62.58988326848248
trustworthy_neighbor,0.75,10,0.00032425421530479895,68.61467790747946,0.0,84.56549935149155,0.0024859489840034586,68.53837008214438
trustworthy_neighbor,0.75,15,0.0009727626459143969,75.86251621271074,0.0,88.01070038910503,0.0,75.72316796368351
