experiment,threshold,top_k,spread_lt_30_iter,spread_lt_final,spread_icm_30_iter,spread_icm_final,spread_npt_30_iter,spread_npt_final
graphrec,0.5,5,0.00899805447470817,33.772859922179,0.0,67.12062256809338,0.009727626459143969,34.303501945525305
graphrec,0.5,10,0.007782101167315175,40.8161478599222,0.0,70.62256809338521,0.006917423259835711,40.779182879377444
graphrec,0.5,15,0.005755512321660182,40.93636511024645,0.0,70.62256809338521,0.0070525291828793775,40.988245784695216
