experiment,threshold,top_k,spread_lt_30_iter,spread_lt_final,spread_icm_30_iter,spread_icm_final,spread_npt_30_iter,spread_npt_final
trustworthy_social,0.0,5,0.0,98.5408560311284,0.0,98.5408560311284,0.0,98.5408560311284
trustworthy_social,0.0,10,0.0017023346303501946,32.41147859922179,0.0,67.46108949416342,0.01215953307392996,33.02018482490272
trustworthy_social,0.0,15,0.002723735408560311,54.962937743190665,0.0,77.96692607003891,0.006128404669260699,54.98200389105059
